Individual,Morph,Start  date,Event ,Cell,Date,Day,Sex,Clutch,Cohort
FSB 1,Benthic,20/10/2021,iridophores 5-6,Iridophores,,,F,,d yolk_deep
FSB 1,Benthic,20/10/2021,dot xanthophores beyond 4,Xanthophore,,,F,,d yolk_deep
FSB 1,Benthic,20/10/2021,iridophores at 7,Iridophores,28/10/2021,8,F,,d yolk_deep
FSB 1,Benthic,20/10/2021,iridophores at next (temp) aggregation,Iridophores,25/10/2021,5,F,,d yolk_deep
FSB 1,Benthic,20/10/2021,iridophores at site of end second aggregation ,Iridophores,24/11/2021,35,F,,d yolk_deep
FSB 1,Benthic,20/10/2021,associations end second aggregation,Iridophores,-,,F,,d yolk_deep
FSB 1,Benthic,20/10/2021,iridophores aggregate at end second aggregation ,Iridophores,-,,F,,d yolk_deep
FSB 1,Benthic,20/10/2021,dot xanthophores accumulate at site of end second aggregation,Xanthophore,,,F,,d yolk_deep
FSB 2,Benthic,20/10/2021,xanthophores in fin,Xanthophore,20/10/2021,0,M,,d yolk_deep
FSB 2,Benthic,20/10/2021,iridophores in fin,Iridophores,20/10/2021,0,M,,d yolk_deep
FSB 2,Benthic,20/10/2021,iridophores 4-5,Iridophores,22/10/2021,2,M,,d yolk_deep
FSB 2,Benthic,20/10/2021,associations 3-5,Iridophores,28/10/2021,8,M,,d yolk_deep
FSB 2,Benthic,20/10/2021,iridophores aggregate 3-5,Iridophores,28/10/2021,8,M,,d yolk_deep
FSB 2,Benthic,20/10/2021,iridophores 5-6,Iridophores,,,M,,d yolk_deep
FSB 2,Benthic,20/10/2021,dot xanthophores beyond 4,Xanthophore,,,M,,d yolk_deep
FSB 2,Benthic,20/10/2021,iridophores at 7,Iridophores,28/10/2021,8,M,,d yolk_deep
FSB 2,Benthic,20/10/2021,associations end second aggregation,Iridophores,,,M,,d yolk_deep
FSB 2,Benthic,20/10/2021,iridophores at next (temp) aggregation,Iridophores,,,M,,d yolk_deep
FSB 2,Benthic,20/10/2021,iridophores aggregate at end second aggregation ,Iridophores,,,M,,d yolk_deep
FSB 2,Benthic,20/10/2021,dot xanthophores accumulate at site of end second aggregation,Xanthophore,,,M,,d yolk_deep
FSB 3,Benthic,20/10/2021,xanthophores in fin,Xanthophore,20/10/2021,0,F,,d yolk_deep
FSB 3,Benthic,20/10/2021,iridophores in fin,Iridophores,20/10/2021,0,F,,d yolk_deep
FSB 3,Benthic,20/10/2021,iridophores 4-5,Iridophores,22/10/2021,2,F,,d yolk_deep
FSB 3,Benthic,20/10/2021,associations 3-5,Iridophores,28/10/2021,8,F,,d yolk_deep
FSB 3,Benthic,20/10/2021,iridophores aggregate 3-5,Iridophores,28/10/2021,8,F,,d yolk_deep
FSB 3,Benthic,20/10/2021,iridophores 5-6,Iridophores,,,F,,d yolk_deep
FSB 3,Benthic,20/10/2021,dot xanthophores beyond 4,Xanthophore,,,F,,d yolk_deep
FSB 3,Benthic,20/10/2021,iridophores at 7,Iridophores,28/10/2021,8,F,,d yolk_deep
FSB 3,Benthic,20/10/2021,iridophores at next (temp) aggregation,Iridophores,28/10/2021,8,F,,d yolk_deep
FSB 3,Benthic,20/10/2021,associations end second aggregation,Iridophores,,,F,,d yolk_deep
FSB 3,Benthic,20/10/2021,iridophores at site of end second aggregation ,Iridophores,,,F,,d yolk_deep
FSB 3,Benthic,20/10/2021,iridophores aggregate at end second aggregation ,Iridophores,,,F,,d yolk_deep
FSB 3,Benthic,20/10/2021,dot xanthophores accumulate at site of end second aggregation,Xanthophore,,,F,,d yolk_deep
FSB 4,Benthic,20/10/2021,xanthophores in fin,Xanthophore,20/10/2021,0,F,,d yolk_deep
FSB 4,Benthic,20/10/2021,iridophores in fin,Iridophores,20/10/2021,0,F,,d yolk_deep
FSB 4,Benthic,20/10/2021,iridophores 4-5,Iridophores,22/10/2021,2,F,,d yolk_deep
FSB 4,Benthic,20/10/2021,associations 3-5,Iridophores,28/10/2021,8,F,,d yolk_deep
FSB 4,Benthic,20/10/2021,iridophores aggregate 3-5,Iridophores,01/11/2021,12,F,,d yolk_deep
FSB 4,Benthic,20/10/2021,iridophores 5-6,Iridophores,,,F,,d yolk_deep
FSB 4,Benthic,20/10/2021,dot xanthophores beyond 4,Xanthophore,,,F,,d yolk_deep
FSB 4,Benthic,20/10/2021,iridophores at 7,Iridophores,25/10/2021,5,F,,d yolk_deep
FSB 4,Benthic,20/10/2021,iridophores at next (temp) aggregation,Iridophores,25/10/2021,5,F,,d yolk_deep
FSB 4,Benthic,20/10/2021,iridophores at site of end second aggregation ,Iridophores,18/11/2021,29,F,,d yolk_deep
FSB 4,Benthic,20/10/2021,associations end second aggregation,Iridophores,29/11/2021,40,F,,d yolk_deep
FSB 4,Benthic,20/10/2021,iridophores aggregate at end second aggregation ,Iridophores,,,F,,d yolk_deep
FSB 4,Benthic,20/10/2021,dot xanthophores accumulate at site of end second aggregation,Xanthophore,,,F,,d yolk_deep
FSB 5,Benthic,20/10/2021,xanthophores in fin,Xanthophore,20/10/2021,0,M,,d yolk_deep
FSB 5,Benthic,20/10/2021,iridophores in fin,Iridophores,20/10/2021,0,M,,d yolk_deep
FSB 5,Benthic,20/10/2021,iridophores 4-5,Iridophores,22/10/2021,2,M,,d yolk_deep
FSB 5,Benthic,20/10/2021,associations 3-5,Iridophores,01/11/2021,12,M,,d yolk_deep
FSB 5,Benthic,20/10/2021,iridophores aggregate 3-5,Iridophores,01/11/2021,12,M,,d yolk_deep
FSB 5,Benthic,20/10/2021,iridophores 5-6,Iridophores,,,M,,d yolk_deep
FSB 5,Benthic,20/10/2021,dot xanthophores beyond 4,Xanthophore,,,M,,d yolk_deep
FSB 5,Benthic,20/10/2021,iridophores at 7,Iridophores,25/10/2021,5,M,,d yolk_deep
FSB 5,Benthic,20/10/2021,iridophores at next (temp) aggregation,Iridophores,25/10/2021,5,M,,d yolk_deep
FSB 5,Benthic,20/10/2021,iridophores at site of end second aggregation ,Iridophores,,,M,,d yolk_deep
FSB 5,Benthic,20/10/2021,associations end second aggregation,Iridophores,,,M,,d yolk_deep
FSB 5,Benthic,20/10/2021,iridophores aggregate at end second aggregation ,Iridophores,,,M,,d yolk_deep
FSB 5,Benthic,20/10/2021,dot xanthophores accumulate at site of end second aggregation,Xanthophore,,,M,,d yolk_deep
FSB 6,Benthic,20/10/2021,xanthophores in fin,Xanthophore,20/10/2021,0,M,,d yolk_deep
FSB 6,Benthic,20/10/2021,iridophores in fin,Iridophores,20/10/2021,0,M,,d yolk_deep
FSB 6,Benthic,20/10/2021,iridophores 4-5,Iridophores,22/10/2021,2,M,,d yolk_deep
FSB 6,Benthic,20/10/2021,associations 3-5,Iridophores,28/10/2021,8,M,,d yolk_deep
FSB 6,Benthic,20/10/2021,iridophores aggregate 3-5,Iridophores,28/10/2021,8,M,,d yolk_deep
FSB 6,Benthic,20/10/2021,iridophores 5-6,Iridophores,,,M,,d yolk_deep
FSB 6,Benthic,20/10/2021,dot xanthophores beyond 4,Xanthophore,,,M,,d yolk_deep
FSB 6,Benthic,20/10/2021,iridophores at 7,Iridophores,25/10/2021,5,M,,d yolk_deep
FSB 6,Benthic,20/10/2021,iridophores at next (temp) aggregation,Iridophores,25/10/2021,5,M,,d yolk_deep
FSB 6,Benthic,20/10/2021,iridophores at site of end second aggregation ,Iridophores,25/10/2021,5,M,,d yolk_deep
FSB 6,Benthic,20/10/2021,associations end second aggregation,Iridophores,28/10/2021,8,M,,d yolk_deep
FSB 6,Benthic,20/10/2021,iridophores aggregate at end second aggregation ,Iridophores,01/11/2021,12,M,,d yolk_deep
FSB 6,Benthic,20/10/2021,dot xanthophores accumulate at site of end second aggregation,Xanthophore,,,M,,d yolk_deep
FSB 8,Benthic,20/10/2021,xanthophores in fin,Xanthophore,20/10/2021,0,M,,d yolk_deep
FSB 8,Benthic,20/10/2021,iridophores in fin,Iridophores,.,,M,,d yolk_deep
FSB 8,Benthic,20/10/2021,iridophores 4-5,Iridophores,.,,M,,d yolk_deep
FSB 8,Benthic,20/10/2021,associations 3-5,Iridophores,.,,M,,d yolk_deep
FSB 8,Benthic,20/10/2021,iridophores aggregate 3-5,Iridophores,.,,M,,d yolk_deep
FSB 8,Benthic,20/10/2021,iridophores 5-6,Iridophores,.,,M,,d yolk_deep
FSB 8,Benthic,20/10/2021,dot xanthophores beyond 4,Xanthophore,.,,M,,d yolk_deep
FSB 8,Benthic,20/10/2021,iridophores at 7,Iridophores,.,,M,,d yolk_deep
FSB 8,Benthic,20/10/2021,iridophores at next (temp) aggregation,Iridophores,24/11/2021,35,M,,d yolk_deep
FSB 8,Benthic,20/10/2021,iridophores at site of end second aggregation ,Iridophores,09/12/2021,50,M,,d yolk_deep
FSB 8,Benthic,20/10/2021,associations end second aggregation,Iridophores,09/12/2021,50,M,,d yolk_deep
FSB 8,Benthic,20/10/2021,iridophores aggregate at end second aggregation ,Iridophores,09/12/2021,50,M,,d yolk_deep
FSB 8,Benthic,20/10/2021,dot xanthophores accumulate at site of end second aggregation,Xanthophore,09/12/2021,50,M,,d yolk_deep
FSB 10,Benthic,20/10/2021,xanthophores in fin,Xanthophore,.,,M,,d yolk_deep
FSB 10,Benthic,20/10/2021,iridophores in fin,Iridophores,.,,M,,d yolk_deep
FSB 10,Benthic,20/10/2021,iridophores 4-5,Iridophores,.,,M,,d yolk_deep
FSB 10,Benthic,20/10/2021,associations 3-5,Iridophores,.,,M,,d yolk_deep
FSB 10,Benthic,20/10/2021,iridophores aggregate 3-5,Iridophores,.,,M,,d yolk_deep
FSB 10,Benthic,20/10/2021,iridophores 5-6,Iridophores,.,,M,,d yolk_deep
FSB 10,Benthic,20/10/2021,dot xanthophores beyond 4,Xanthophore,.,,M,,d yolk_deep
FSB 10,Benthic,20/10/2021,iridophores at 7,Iridophores,.,,M,,d yolk_deep
FSB 10,Benthic,20/10/2021,iridophores at next (temp) aggregation,Iridophores,.,,M,,d yolk_deep
FSB 10,Benthic,20/10/2021,iridophores at site of end second aggregation ,Iridophores,.,,M,,d yolk_deep
FSB 10,Benthic,20/10/2021,associations end second aggregation,Iridophores,.,,M,,d yolk_deep
FSB 10,Benthic,20/10/2021,iridophores aggregate at end second aggregation ,Iridophores,.,,M,,d yolk_deep
FSB 10,Benthic,20/10/2021,dot xanthophores accumulate at site of end second aggregation,Xanthophore,.,,M,,d yolk_deep
